TEAM_ID,SEASON,W_PCT,PTS,REB,AST,TOV,FG_PCT,FG3_PCT,FT_PCT,STL,BLK,OREB,DREB,PF,OFF_RATING,DEF_RATING,NET_RATING,PACE,TS_PCT,AST_PCT,REB_PCT,TM_TOV_PCT
1610612752,2021-22,0.451,106.5,46.1,21.9,13.3,0.437,0.357,0.744,7.0,4.9,11.5,34.6,20.4,109.7,110.2,-0.4,96.42,0.55,0.581,0.512,0.137
1610612760,2021-22,0.293,103.7,45.6,22.2,14.0,0.43,0.323,0.756,7.6,4.6,10.4,35.2,18.3,103.8,111.7,-8.0,99.39,0.53,0.58,0.487,0.14
1610612753,2021-22,0.268,104.2,44.3,23.7,14.5,0.434,0.331,0.787,6.8,4.5,9.1,35.2,19.7,103.9,112.1,-8.1,99.71,0.538,0.62,0.49,0.144
1610612755,2021-22,0.622,109.9,42.3,23.7,12.5,0.466,0.364,0.821,7.7,5.3,8.5,33.8,19.4,113.0,110.2,2.8,96.71,0.578,0.602,0.49,0.129
1610612756,2021-22,0.78,114.8,45.3,27.4,12.9,0.485,0.364,0.797,8.6,4.4,9.8,35.5,19.9,114.2,106.8,7.5,100.26,0.581,0.627,0.503,0.129
1610612757,2021-22,0.329,106.2,42.9,22.9,14.5,0.442,0.346,0.76,8.0,4.5,10.4,32.5,21.1,107.3,116.3,-9.1,98.74,0.55,0.595,0.487,0.146
1610612758,2021-22,0.366,110.3,42.9,23.7,14.1,0.46,0.344,0.768,7.2,4.5,9.6,33.4,18.9,109.6,114.8,-5.2,100.1,0.561,0.585,0.484,0.14
1610612759,2021-22,0.415,113.2,45.3,27.9,12.7,0.467,0.352,0.754,7.6,4.9,11.0,34.3,18.1,111.9,111.7,0.2,100.51,0.556,0.646,0.494,0.126
1610612761,2021-22,0.585,109.4,45.3,22.1,12.5,0.445,0.349,0.759,9.0,4.6,13.4,32.0,19.6,112.1,109.9,2.2,96.63,0.543,0.543,0.508,0.128
1610612762,2021-22,0.598,113.6,46.3,22.4,14.0,0.471,0.36,0.767,7.2,4.9,10.8,35.6,18.9,116.2,110.0,6.2,97.5,0.589,0.552,0.525,0.143
1610612764,2021-22,0.427,108.6,43.1,25.0,13.1,0.472,0.342,0.783,6.4,5.0,9.0,34.1,18.8,110.2,113.6,-3.4,97.8,0.568,0.617,0.494,0.133
1610612737,2022-23,0.5,118.4,44.4,25.0,12.9,0.483,0.352,0.818,7.1,4.9,11.2,33.2,18.8,115.5,115.4,0.1,101.56,0.579,0.56,0.5,0.126
1610612738,2022-23,0.695,117.9,45.3,26.7,13.4,0.475,0.377,0.812,6.4,5.2,9.7,35.6,18.8,117.3,110.6,6.7,99.15,0.6,0.632,0.506,0.133
1610612751,2022-23,0.549,113.4,40.5,25.5,13.7,0.487,0.378,0.8,7.1,6.2,8.2,32.3,21.1,114.6,113.5,1.1,98.77,0.598,0.616,0.472,0.139
1610612766,2022-23,0.329,111.0,44.5,25.1,14.2,0.457,0.33,0.749,7.7,5.2,11.0,33.5,20.3,108.4,114.7,-6.3,101.47,0.551,0.609,0.491,0.139
1610612741,2022-23,0.488,113.1,42.4,24.5,13.4,0.49,0.361,0.809,7.9,4.5,8.5,33.9,18.9,112.8,111.5,1.3,99.18,0.587,0.575,0.493,0.133
1610612739,2022-23,0.622,112.3,41.1,24.9,13.3,0.488,0.367,0.78,7.1,4.7,9.7,31.4,19.0,115.5,109.9,5.6,96.27,0.59,0.6,0.496,0.137
1610612742,2022-23,0.463,114.2,38.8,22.9,12.2,0.475,0.371,0.755,6.3,3.7,7.6,31.2,20.7,115.9,116.1,-0.2,97.21,0.599,0.573,0.471,0.124
1610612743,2022-23,0.646,115.8,43.0,28.9,14.5,0.504,0.379,0.751,7.5,4.5,10.1,32.9,18.6,116.8,113.5,3.3,98.74,0.601,0.663,0.514,0.147
1610612765,2022-23,0.207,110.3,42.4,23.0,15.1,0.454,0.351,0.771,7.0,3.8,11.2,31.3,22.1,109.9,117.8,-7.9,99.88,0.561,0.581,0.491,0.15
1610612744,2022-23,0.537,118.9,44.6,29.8,16.3,0.479,0.385,0.794,7.2,4.0,10.5,34.1,21.4,115.1,113.4,1.7,102.54,0.6,0.691,0.502,0.158
1610612745,2022-23,0.268,110.7,46.3,22.4,16.2,0.457,0.327,0.754,7.3,4.6,13.4,32.9,20.5,110.5,118.6,-8.1,99.74,0.554,0.551,0.53,0.162
1610612754,2022-23,0.427,116.3,41.5,27.0,14.9,0.469,0.367,0.79,7.7,5.8,10.1,31.4,21.2,113.8,117.1,-3.3,101.68,0.581,0.643,0.482,0.146
1610612746,2022-23,0.537,113.6,43.2,23.9,14.2,0.477,0.381,0.781,7.1,4.4,9.8,33.4,19.5,114.0,113.6,0.5,98.84,0.588,0.581,0.505,0.143
1610612747,2022-23,0.524,117.2,45.7,25.3,14.1,0.482,0.346,0.775,6.4,4.6,10.0,35.7,17.9,113.9,113.2,0.7,101.92,0.582,0.589,0.505,0.137
1610612763,2022-23,0.622,116.9,46.6,26.0,13.6,0.475,0.351,0.733,8.3,5.8,12.0,34.6,20.0,114.7,110.7,4.0,101.5,0.57,0.596,0.507,0.133
1610612748,2022-23,0.537,109.5,40.6,23.8,13.5,0.46,0.344,0.831,8.0,3.0,9.7,30.9,18.5,112.3,112.8,-0.5,96.76,0.574,0.608,0.498,0.138
1610612749,2022-23,0.707,116.9,48.6,25.8,14.6,0.473,0.368,0.743,6.4,4.9,11.1,37.5,18.1,114.3,110.9,3.4,101.45,0.583,0.604,0.521,0.143
1610612750,2022-23,0.512,115.8,41.9,26.2,15.3,0.49,0.365,0.755,8.0,5.4,9.1,32.8,21.6,113.3,113.1,0.2,101.55,0.592,0.61,0.485,0.15
1610612740,2022-23,0.512,114.4,43.7,25.9,14.6,0.48,0.364,0.793,8.3,4.1,10.6,33.1,20.5,113.8,112.0,1.9,99.58,0.582,0.616,0.512,0.145
1610612752,2022-23,0.573,116.0,46.6,22.9,13.0,0.47,0.354,0.761,6.4,4.1,12.6,34.0,20.3,117.0,114.2,2.8,97.75,0.577,0.546,0.521,0.131
1610612760,2022-23,0.488,117.5,43.7,24.4,13.0,0.465,0.356,0.809,8.2,4.2,11.4,32.3,21.0,114.2,113.2,1.0,101.94,0.57,0.567,0.487,0.127
1610612753,2022-23,0.415,111.4,43.2,23.2,15.1,0.47,0.346,0.784,7.4,4.7,10.2,33.1,20.1,111.3,113.7,-2.3,99.66,0.573,0.574,0.505,0.151
1610612755,2022-23,0.659,115.2,40.9,25.2,13.7,0.487,0.387,0.835,7.7,4.7,8.7,32.2,20.4,117.0,112.7,4.4,97.44,0.608,0.616,0.496,0.139
1610612756,2022-23,0.549,113.6,44.2,27.3,13.5,0.467,0.374,0.793,7.1,5.3,11.8,32.4,21.2,114.5,112.3,2.2,98.83,0.57,0.647,0.508,0.136
1610612757,2022-23,0.402,113.4,40.5,24.2,14.5,0.474,0.365,0.796,6.7,4.6,9.4,31.1,20.0,114.0,118.0,-4.0,99.25,0.589,0.597,0.486,0.145
1610612758,2022-23,0.585,120.7,42.5,27.3,13.5,0.494,0.369,0.79,7.0,3.4,9.5,32.9,19.7,118.6,116.0,2.6,100.99,0.608,0.626,0.499,0.133
1610612759,2022-23,0.268,113.0,43.7,27.2,15.3,0.465,0.345,0.743,7.0,3.9,11.8,31.9,19.9,109.7,119.6,-9.9,102.07,0.554,0.632,0.495,0.148
1610612761,2022-23,0.5,112.9,43.0,23.9,11.7,0.459,0.335,0.784,9.4,5.2,12.7,30.3,20.0,114.6,113.1,1.5,97.85,0.555,0.571,0.502,0.118
1610612762,2022-23,0.451,117.1,45.9,26.0,15.4,0.473,0.353,0.786,6.1,5.2,11.8,34.1,20.5,115.3,116.0,-0.7,101.02,0.584,0.611,0.512,0.151
1610612764,2022-23,0.427,113.2,43.6,25.4,14.1,0.485,0.356,0.785,6.8,5.2,9.4,34.2,18.8,113.7,114.9,-1.2,99.16,0.585,0.603,0.505,0.142
1610612737,2023-24,0.439,118.3,44.7,26.6,13.5,0.465,0.364,0.797,7.5,4.5,12.5,32.2,18.6,116.4,118.4,-2.0,100.84,0.576,0.618,0.504,0.133
1610612738,2023-24,0.78,120.6,46.3,26.9,11.9,0.487,0.388,0.807,6.8,6.6,10.7,35.6,16.2,122.2,110.6,11.7,97.98,0.609,0.613,0.515,0.121
1610612751,2023-24,0.39,110.4,44.1,25.6,13.1,0.456,0.362,0.756,6.8,5.2,11.4,32.6,18.5,112.4,115.4,-2.9,97.56,0.561,0.63,0.497,0.134
1610612766,2023-24,0.256,106.6,40.3,24.8,13.8,0.46,0.355,0.786,6.9,4.5,9.3,31.0,18.0,108.6,119.2,-10.6,97.81,0.56,0.62,0.475,0.14
1610612741,2023-24,0.476,112.3,43.8,25.0,12.2,0.47,0.358,0.791,7.8,4.8,11.2,32.6,18.8,114.0,115.7,-1.7,96.94,0.568,0.594,0.501,0.124
1610612739,2023-24,0.585,112.6,43.3,28.0,13.6,0.479,0.367,0.765,7.4,4.6,9.8,33.4,17.5,114.7,112.1,2.5,97.62,0.586,0.671,0.501,0.138
1610612742,2023-24,0.61,117.9,42.9,25.7,12.5,0.481,0.369,0.758,6.9,5.0,9.7,33.2,18.3,117.0,114.9,2.1,100.6,0.592,0.596,0.485,0.124
1610612743,2023-24,0.695,114.9,44.4,29.5,12.6,0.496,0.374,0.762,7.1,5.6,10.7,33.7,18.2,117.8,112.3,5.5,97.43,0.589,0.669,0.515,0.13
1610612765,2023-24,0.171,109.9,43.3,25.5,15.2,0.463,0.348,0.785,6.5,4.7,10.5,32.8,20.6,109.0,118.0,-9.0,100.45,0.562,0.623,0.499,0.151
1610612744,2023-24,0.561,117.8,46.7,29.3,14.3,0.477,0.38,0.78,7.0,4.6,12.1,34.6,19.5,116.9,114.5,2.4,99.91,0.586,0.671,0.521,0.142
1610612745,2023-24,0.5,114.3,45.5,24.8,12.7,0.459,0.352,0.773,7.8,4.6,11.5,34.0,20.8,113.7,112.8,0.9,99.59,0.565,0.594,0.504,0.127
1610612754,2023-24,0.573,123.3,41.5,30.8,12.9,0.507,0.374,0.782,7.7,5.9,10.1,31.4,21.4,120.5,117.6,2.9,102.16,0.606,0.654,0.492,0.126
1610612746,2023-24,0.622,115.6,43.0,25.6,13.1,0.489,0.381,0.825,7.8,5.0,10.0,32.9,18.5,117.9,114.6,3.4,97.93,0.599,0.604,0.502,0.134
1610612747,2023-24,0.573,118.0,43.1,28.5,14.0,0.499,0.377,0.782,7.4,5.5,8.2,34.9,15.6,115.4,114.8,0.6,101.38,0.601,0.654,0.496,0.137
1610612763,2023-24,0.329,105.8,42.6,24.7,15.1,0.435,0.346,0.764,8.2,6.1,10.9,31.7,19.1,106.8,113.7,-6.9,98.68,0.543,0.644,0.488,0.152
1610612748,2023-24,0.561,110.1,42.3,25.8,12.7,0.465,0.37,0.818,7.5,3.4,9.3,33.0,17.3,113.3,111.5,1.8,96.88,0.578,0.648,0.498,0.13
1610612749,2023-24,0.598,119.0,44.2,26.5,12.9,0.487,0.373,0.774,6.8,5.0,9.4,34.8,19.2,117.6,115.0,2.6,100.51,0.601,0.615,0.499,0.128
1610612750,2023-24,0.683,113.0,43.6,26.6,14.2,0.485,0.387,0.777,7.9,6.1,9.4,34.2,18.8,114.6,108.4,6.3,97.79,0.594,0.646,0.508,0.144
1610612740,2023-24,0.598,115.1,44.0,27.0,13.0,0.486,0.383,0.771,8.3,4.6,10.4,33.6,18.4,116.5,111.9,4.6,98.7,0.591,0.634,0.505,0.132
1610612752,2023-24,0.61,112.8,45.2,24.4,13.2,0.465,0.369,0.78,7.5,4.1,12.7,32.5,17.6,117.3,112.4,4.9,95.96,0.574,0.59,0.527,0.138
1610612760,2023-24,0.695,120.1,42.0,27.1,12.7,0.499,0.389,0.825,8.5,6.6,8.8,33.2,18.8,118.3,111.0,7.3,100.85,0.608,0.609,0.484,0.125
1610612753,2023-24,0.573,110.5,42.3,24.7,14.7,0.476,0.352,0.759,8.2,5.2,10.5,31.8,19.7,112.9,110.8,2.2,97.37,0.577,0.61,0.515,0.15
1610612755,2023-24,0.573,114.6,43.0,24.9,12.0,0.464,0.363,0.826,8.5,6.0,11.0,31.9,20.3,116.2,113.0,3.1,98.17,0.574,0.6,0.493,0.122
1610612756,2023-24,0.598,116.2,44.1,27.0,14.9,0.493,0.382,0.808,7.4,6.0,10.1,33.9,18.0,116.8,113.7,3.1,99.0,0.603,0.637,0.514,0.15
1610612757,2023-24,0.256,106.4,42.7,23.1,15.2,0.439,0.345,0.791,7.6,4.3,12.6,30.1,20.2,107.6,116.6,-9.0,97.88,0.539,0.587,0.498,0.154
1610612758,2023-24,0.561,116.6,44.0,28.3,13.1,0.477,0.366,0.745,7.6,4.2,10.8,33.2,19.9,116.2,114.4,1.8,99.46,0.582,0.654,0.507,0.131
1610612759,2023-24,0.268,112.1,44.2,29.9,15.1,0.462,0.347,0.782,7.1,6.3,10.4,33.9,17.2,109.3,115.6,-6.4,101.8,0.563,0.712,0.492,0.148
1610612761,2023-24,0.305,112.4,42.7,28.5,14.0,0.471,0.347,0.756,7.7,4.7,10.9,31.8,18.4,111.8,118.1,-6.3,99.91,0.566,0.674,0.484,0.139
1610612762,2023-24,0.378,115.7,45.5,27.2,15.7,0.467,0.354,0.83,6.5,5.6,12.2,33.2,18.6,114.5,119.6,-5.1,100.26,0.579,0.648,0.521,0.155
1610612764,2023-24,0.183,113.7,41.1,27.9,14.0,0.47,0.348,0.764,7.6,5.1,9.2,31.9,20.0,110.2,118.9,-8.7,103.07,0.567,0.65,0.459,0.136
1610612737,2024-25,0.488,118.2,44.5,29.6,15.5,0.472,0.358,0.775,9.7,5.1,11.9,32.6,19.1,113.7,114.8,-1.1,103.41,0.579,0.682,0.503,0.149
1610612738,2024-25,0.744,116.3,45.3,26.1,11.9,0.462,0.368,0.799,7.2,5.5,11.4,33.9,15.9,119.5,110.1,9.4,96.59,0.591,0.628,0.506,0.122
1610612751,2024-25,0.317,105.1,41.3,25.2,15.2,0.437,0.344,0.787,7.8,4.3,10.9,30.4,20.7,108.1,115.4,-7.3,96.73,0.552,0.669,0.487,0.156
1610612766,2024-25,0.232,105.1,45.2,24.3,15.5,0.43,0.339,0.783,7.4,4.5,12.2,33.0,18.7,106.7,115.7,-9.1,98.22,0.537,0.635,0.5,0.157
1610612741,2024-25,0.476,117.8,45.9,29.1,14.7,0.47,0.367,0.809,7.6,4.7,10.1,35.8,17.6,113.2,114.8,-1.6,103.61,0.585,0.673,0.496,0.141
1610612739,2024-25,0.78,121.9,45.4,28.1,13.2,0.491,0.383,0.776,8.2,4.3,11.2,34.2,18.1,121.0,111.8,9.2,100.31,0.607,0.631,0.505,0.131
1610612742,2024-25,0.476,114.2,43.0,25.2,14.0,0.479,0.364,0.77,7.8,5.4,10.1,33.0,17.8,113.7,115.0,-1.3,100.15,0.583,0.601,0.488,0.14
1610612743,2024-25,0.61,120.8,45.7,31.0,14.3,0.506,0.376,0.77,8.0,4.9,11.2,34.5,17.6,118.9,115.1,3.8,100.67,0.604,0.683,0.52,0.14
1610612765,2024-25,0.537,115.5,44.8,26.4,14.9,0.476,0.362,0.774,8.0,5.3,11.4,33.4,20.7,114.6,112.5,2.1,100.27,0.58,0.618,0.511,0.147
1610612744,2024-25,0.585,113.8,45.4,29.1,14.0,0.451,0.364,0.764,9.4,4.8,12.5,32.8,19.2,114.2,111.0,3.2,99.37,0.568,0.714,0.509,0.141
1610612745,2024-25,0.634,114.3,48.5,23.3,13.9,0.455,0.353,0.738,8.4,5.0,14.6,33.8,19.0,114.9,110.3,4.6,99.03,0.553,0.549,0.533,0.14
1610612754,2024-25,0.61,117.4,41.8,29.2,13.2,0.488,0.368,0.789,8.5,5.5,9.2,32.7,18.7,115.4,113.3,2.1,100.76,0.594,0.671,0.483,0.13
1610612746,2024-25,0.61,112.9,43.8,25.2,14.9,0.482,0.373,0.797,9.4,4.5,10.3,33.5,18.3,114.3,109.4,4.9,98.24,0.589,0.605,0.512,0.151
1610612747,2024-25,0.61,113.4,42.4,26.0,14.0,0.479,0.366,0.785,7.7,4.5,9.7,32.8,17.3,115.0,113.8,1.2,98.34,0.593,0.635,0.495,0.142
1610612763,2024-25,0.585,121.7,47.3,28.4,15.7,0.479,0.367,0.786,8.9,5.6,12.9,34.4,20.9,117.2,112.6,4.7,103.69,0.588,0.635,0.518,0.151
1610612748,2024-25,0.451,110.6,43.4,26.4,13.6,0.465,0.367,0.791,8.1,3.8,9.7,33.7,15.5,112.4,112.0,0.4,97.08,0.576,0.653,0.496,0.138
1610612749,2024-25,0.585,115.5,43.4,25.5,13.4,0.486,0.387,0.75,7.3,4.7,8.2,35.1,17.9,115.1,112.7,2.4,99.92,0.598,0.607,0.491,0.133
1610612750,2024-25,0.598,114.3,44.3,26.1,14.5,0.468,0.377,0.789,8.0,5.0,11.1,33.2,18.3,115.7,110.8,5.0,97.95,0.588,0.637,0.507,0.146
1610612740,2024-25,0.256,109.8,43.6,25.8,14.6,0.452,0.347,0.754,8.5,5.2,12.1,31.5,18.3,109.7,119.1,-9.4,99.77,0.552,0.636,0.487,0.146
1610612752,2024-25,0.622,115.8,42.6,27.5,13.3,0.486,0.369,0.8,8.2,4.0,10.9,31.8,17.2,117.3,113.3,4.0,97.64,0.589,0.634,0.508,0.134
1610612760,2024-25,0.829,120.5,44.8,26.9,11.7,0.482,0.374,0.819,10.3,5.7,10.6,34.2,19.9,119.2,106.6,12.7,100.9,0.593,0.602,0.496,0.116
1610612753,2024-25,0.5,105.4,41.8,23.0,14.2,0.445,0.318,0.775,8.9,6.0,11.1,30.7,20.1,108.9,109.1,-0.2,96.51,0.55,0.603,0.501,0.147
1610612755,2024-25,0.293,109.6,39.8,23.2,13.6,0.454,0.341,0.78,9.2,4.5,10.4,29.4,19.0,111.0,117.3,-6.3,98.13,0.563,0.584,0.471,0.138
1610612756,2024-25,0.439,113.6,42.5,27.8,14.1,0.478,0.378,0.81,7.2,4.8,9.5,32.9,17.9,114.7,117.7,-3.0,98.31,0.595,0.673,0.493,0.142
1610612757,2024-25,0.439,110.9,44.8,23.8,16.0,0.45,0.342,0.762,8.3,5.3,13.4,31.4,19.0,111.0,113.7,-2.7,99.51,0.555,0.587,0.501,0.16
1610612758,2024-25,0.488,115.7,44.2,26.5,13.3,0.478,0.357,0.806,7.6,4.4,11.0,33.2,18.9,115.9,115.3,0.6,98.91,0.582,0.615,0.51,0.133
1610612759,2024-25,0.415,113.9,43.7,28.6,13.9,0.465,0.357,0.774,8.2,5.5,10.9,32.7,16.6,113.5,116.3,-2.8,100.08,0.575,0.685,0.485,0.138
1610612761,2024-25,0.366,110.9,45.1,28.5,15.3,0.458,0.348,0.748,8.1,4.2,12.6,32.5,21.2,109.6,113.6,-4.1,100.62,0.553,0.685,0.5,0.152
1610612762,2024-25,0.207,111.9,45.4,25.5,17.2,0.454,0.35,0.774,6.8,4.4,12.0,33.4,18.9,110.2,119.4,-9.2,100.85,0.568,0.633,0.508,0.17
1610612764,2024-25,0.22,108.0,43.7,25.1,15.6,0.439,0.335,0.778,7.6,5.1,10.6,33.1,19.7,105.8,118.0,-12.2,101.82,0.546,0.637,0.476,0.152
